,age,address,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,last name,first_Name,range_age,Month_number,categorizes_geo
3520,32,"41131 gutmann loaf\nport hortense, va 35770",management,single,tertiary,False,347,True,False,cellular,18,may,213,1,264,6,failure,False,bechtelar,julius,3,5,nan
3523,31,"1373 3ff3rtz str33ts apt. 580\njayd3nstad, 0r 09670",technician,married,secondary,False,0,True,True,cellular,28,jan,71,1,223,9,other,False,fadel,samir,3,1,nan
3527,33,"4562miamountainave.\neastbrennaview,in17925",services,divorced,secondary,False,2411,True,False,cellular,23,oct,130,1,161,1,failure,True,turcotte,jeffry,3,10,nan
3528,46,"619 tremblay tunnel st.\neast johnniefort, ky 62892",management,divorced,tertiary,False,225,True,False,cellular,14,may,201,1,345,1,other,False,zboncak,noemy,4,5,nan
3530,50,"851 claude court \neast katelynport, ma 20809",management,married,tertiary,False,112,True,False,cellular,4,nov,70,5,85,5,other,False,farrell,lamont,5,11,nan
3534,47,"6128 stracke meadows apt. 435\nmartinaville, az 28221-2804",admin.,single,secondary,False,1544,True,False,cellular,6,apr,104,1,312,1,failure,False,langosh,jazlyn,4,4,nan
3543,39,"433 alli3 l0cks \nl3dn3rf0rt, pw 64079",technician,married,secondary,False,6,True,False,cellular,18,may,122,3,357,4,failure,False,schmeler,muriel,3,5,nan
3548,39,"8443 zakary club ave.\nulicesfort, mo 51506-1827",admin.,married,secondary,False,-650,False,False,cellular,15,may,123,2,364,1,failure,False,romaguera,juston,3,5,nan
3569,50,"75776k0n0p3lskisummit\nnik0ch3st3r,ri96055",management,married,tertiary,False,78,True,False,cellular,14,jan,218,3,161,9,other,False,hodkiewicz,randal,5,1,nan
3574,34,"951 claire run \njaymeport, sd 77853-0420",housemaid,married,tertiary,False,0,False,False,cellular,26,may,141,1,188,1,failure,False,kshlerin,alessia,3,5,nan
3576,31,"7649 gottlieb hollow \nkatarinafort, ny 39143-9624",management,married,tertiary,False,1384,True,False,cellular,30,jan,203,2,2,3,other,False,hartmann,asha,3,1,nan
3584,46,"32331 hamill hollow\neast alainachester, ny 44470-1345",blue-collar,married,secondary,False,-1400,True,False,telephone,6,may,309,3,355,4,failure,False,kutch,jacey,4,5,nan
3586,43,"603 weimann roads suite 840\nnew maxieside, pw 31715-7851",blue-collar,married,secondary,False,2160,False,False,cellular,8,sep,261,1,98,1,success,True,bosco,walter,4,9,nan
3588,27,"55602 daniel stravenue\nport susanna, nh 47681",technician,single,secondary,False,842,False,False,cellular,30,jul,273,1,91,1,other,False,ruecker,vance,2,7,nan
3589,38,"380 kayden hollow st.\neast arnaldoside, or 53036",management,married,unknown,False,3576,False,False,cellular,25,nov,349,2,183,1,success,True,emmerich,kameron,3,11,nan
3593,42,"25424 parisian all3y\nhayd3nt0wn, mi 91105-9279",blue-collar,single,primary,False,1628,True,False,cellular,5,feb,119,1,195,8,success,False,hansen,kaitlyn,4,2,nan
3607,70,"141 emelie hills st.\njarodberg, ak 83552",retired,married,secondary,False,1164,False,False,telephone,14,may,338,3,185,2,failure,False,kshlerin,celestine,7,5,relief
3612,50,"232 amely views \nnorth adrien, sd 32643",management,divorced,tertiary,False,356,False,False,cellular,8,may,198,2,358,5,other,False,ortiz,foster,5,5,nan
3624,50,"570predovicmountain\nlakeeleazar,mh18357-1988",self-employed,married,tertiary,False,202,True,False,cellular,15,apr,107,1,148,4,failure,False,schneider,carlie,5,4,water
3626,34,"1490 nelle curve apt. 802\nlake hattie, ne 66457-3048",technician,married,secondary,False,114,True,True,cellular,4,jun,153,1,309,3,other,False,terry,robb,3,6,water
3633,36,"34140 malachi harbors\nsouth violette, in 82081",technician,married,tertiary,False,629,True,True,cellular,29,dec,109,1,246,1,failure,False,haag,misael,3,12,nan
3641,27,"209taureaninletst.\neastlandenstad,ok29527-0216",student,single,secondary,False,268,True,False,cellular,13,may,528,1,358,2,failure,False,jacobi,raymundo,2,5,nan
3644,58,"948 flossie inlet st.\nnorth vicky, ne 85095-6690",admin.,single,secondary,False,2223,False,False,cellular,4,dec,1139,2,114,1,success,False,rice,jailyn,5,12,nan
3652,29,"210 isabel garden \njonesland, oh 75302",admin.,single,secondary,False,1070,True,False,unknown,19,may,30,1,357,1,other,True,weber,jovanny,2,5,nan
3654,30,"237 victoria cliff st.\neast abbey, md 25234-5628",management,single,tertiary,False,2,False,False,cellular,16,jun,102,1,85,1,failure,False,hauck,mallie,3,6,nan
3656,33,"15400 devin summit\nnorth vernaland, tn 90885",student,single,unknown,False,5969,False,False,cellular,4,sep,156,2,127,8,failure,False,wilderman,tomas,3,9,nan
3658,26,"7600 kund3 sh0al av3.\nlak3 dasialand, sd 99277",services,single,secondary,False,1347,False,False,telephone,18,jun,280,6,92,5,other,True,hoeger,brandy,2,6,nan
3665,26,"039 adam spurs st.\nn3w ka3la, wv 54848",services,single,secondary,False,5533,True,False,cellular,7,may,582,2,283,4,failure,False,aufderhar,christopher,2,5,nan
3669,42,"328 gleichner cliffs st.\nhesselview, nj 59636",admin.,single,secondary,False,30,True,False,cellular,4,feb,98,1,266,3,failure,False,abbott,twila,4,2,nan
3674,39,"37393 kshlerin roads\nwest michellefort, tn 98188-1271",management,single,tertiary,False,0,True,False,cellular,12,may,561,4,369,3,failure,False,larkin,amira,3,5,nan
3682,43,"4929 di3trich harb0r \nparisianfurt, nd 15524-3629",management,divorced,tertiary,False,497,False,False,cellular,13,may,66,1,363,22,failure,False,nolan,lina,4,5,nan
3684,30,"78705 evangeline ports\nadalinefurt, co 88631-7627",admin.,single,tertiary,False,305,False,False,cellular,30,apr,633,1,85,2,success,True,gorczany,blair,3,4,nan
3689,29,"772 ward mountain st.\nwest geoffreyville, aa 79542-4682",technician,married,tertiary,False,858,True,False,cellular,12,jun,234,7,330,1,failure,False,marvin,luciano,2,6,nan
3690,80,"506quincyspursst.\nportjessyland,ky69579",housemaid,married,primary,False,0,False,False,cellular,23,feb,639,1,189,1,failure,True,erdman,ward,8,2,nan
3695,31,"7255 titus stravenue apt. 752\nnorth sigridville, ae 15049",management,married,tertiary,False,1331,False,False,cellular,30,apr,297,1,86,3,success,True,casper,verlie,3,4,nan
3697,57,"1521cruzkeyave.\nisabellafurt,tx39850",admin.,divorced,primary,False,179,True,False,cellular,15,may,67,1,368,2,failure,False,larkin,clifford,5,5,nan
3701,51,"305mccluregrovesuite282\nalvenatown,wa64403-3122",management,married,tertiary,False,5108,True,False,cellular,8,oct,272,1,102,8,other,False,raynor,frederick,5,10,nan
3703,42,"92346 fernando pass\nsunnybury, oh 82031",blue-collar,married,primary,False,-97,True,False,cellular,3,feb,216,4,271,5,failure,False,herzog,jessyca,4,2,nan
3705,43,"923 o'kon meadows st.\nbrendenbury, ny 63759",management,married,tertiary,False,489,True,False,cellular,8,may,130,1,172,2,other,False,dach,elisa,4,5,nan
3710,34,"5387alanistrackave.\nporttrudie,tn22278-5889",self-employed,married,tertiary,False,263,False,False,cellular,4,may,203,1,78,8,other,False,walter,meghan,3,5,nan
3714,35,"540m0hrflatsst.\nb0gisicht0wn,az88161-5946",management,divorced,tertiary,False,434,True,False,cellular,11,may,277,1,271,2,success,False,hodkiewicz,elvis,3,5,nan
3724,37,"77758 mills f0rt\nb0r3rshir3, in 85288-4503",housemaid,divorced,secondary,False,1040,True,False,cellular,13,may,199,1,173,2,failure,False,gleichner,austyn,3,5,nan
3731,52,"952hilllw3llsuit3215\nw3stgr3tastad,ga93299",retired,married,secondary,False,424,False,False,cellular,19,nov,143,1,154,3,failure,False,koch,sallie,5,11,relief
3743,42,"200boylerowst.\neastjon,wy87194",admin.,single,secondary,False,-247,True,True,telephone,21,oct,519,1,166,1,other,True,grant,dan,4,10,nan
3746,50,"5402 schaefer islands \nconroyton, nc 12754",management,married,tertiary,False,-470,True,False,cellular,19,nov,130,2,160,1,failure,False,ritchie,brielle,5,11,nan
3750,79,"396 j3nkins t3rrac3 apt. 762\np0rt kristyt0n, 0r 20706-1311",retired,divorced,unknown,False,2628,False,False,telephone,8,jul,220,7,450,2,failure,False,weber,kara,7,7,nan
3751,39,"141 strosin mission st.\nwest taurean, dc 48880",technician,married,secondary,False,116,False,False,cellular,24,aug,79,2,94,2,success,False,hoppe,lenna,3,8,nan
3755,33,"976 petra mall st.\ngrimesborough, ok 69465",blue-collar,single,secondary,False,3975,True,True,cellular,17,apr,515,1,150,1,other,False,rosenbaum,rico,3,4,nan
3756,42,"56667walshall3y\npark3rch3st3r,c089758",services,married,secondary,False,96,True,False,cellular,5,may,238,3,340,2,failure,False,lueilwitz,garrick,4,5,nan
3765,55,"601yoshikoflatst.\nwestrusty,ut20731",technician,divorced,secondary,False,3450,False,False,cellular,10,feb,169,1,183,1,failure,True,sporer,sherwood,5,2,nan
3770,46,"0652 koch hill ave.\nnew maiyaland, vi 68694",management,single,tertiary,False,334,True,False,telephone,4,may,36,6,90,2,other,False,bailey,claud,4,5,relief
3775,41,"7828 augusta skyway ave.\nlake marc, mh 51356",management,divorced,tertiary,False,3355,False,False,cellular,14,oct,181,2,500,1,failure,False,abernathy,callie,4,10,water
3794,43,"0791 roberts glen suite 191\nsouth caleb, ia 38938",unemployed,single,unknown,False,3274,True,False,cellular,22,may,680,1,95,1,failure,False,beahan,angelo,4,5,nan
3797,30,"733 tiffany l0cks \nn3w immanu3lland, ky 63695-1884",technician,single,tertiary,False,2325,False,False,cellular,5,apr,270,3,241,4,other,False,nicolas,pablo,3,4,nan
3799,31,"6115 edgardo loop ave.\nkovacekchester, ia 10981-5855",blue-collar,married,secondary,False,1664,True,False,cellular,20,apr,158,1,182,1,success,False,kunde,fred,3,4,nan
3815,31,"6184 sawayn spur ave.\nport royal, wy 38080-5643",management,married,tertiary,False,623,True,False,cellular,13,may,96,2,349,5,failure,False,gleason,janice,3,5,nan
3816,32,"9508 gina trail suit3 479\np0rt russ3l, ut 18658-7944",admin.,married,secondary,False,3540,True,False,cellular,18,may,213,1,178,1,failure,False,howe,gennaro,3,5,nan
3818,53,"378naomiunionsst.\ngleichnertown,nm57392-4789",services,divorced,secondary,False,765,True,False,cellular,14,may,959,3,174,7,other,True,carter,darryl,5,5,nan
3828,31,"823lub0witz3xt3nsi0nsuit3524\ns0uthanika,ma96171-4149",blue-collar,married,unknown,False,-120,True,False,cellular,3,feb,100,3,201,2,failure,False,schimmel,rodger,3,2,nan
3831,34,"5845 jalon glens apt. 501\nschinnerburgh, ms 74397",management,single,tertiary,False,8038,True,False,cellular,20,apr,29,3,152,1,failure,False,emard,maurine,3,4,nan
3834,36,"865 j3r0m3 sh0r3 \nn3w ad3llstad, fl 29935-2975",self-employed,married,secondary,False,189,True,False,cellular,19,nov,136,1,120,1,failure,False,vandervort,deontae,3,11,nan
3835,29,"203 schmitt throughway apt. 894\nmarkusfort, pa 94965-6958",housemaid,single,tertiary,False,19,False,False,cellular,5,feb,110,2,64,2,success,True,heidenreich,oswaldo,2,2,nan
3843,50,"1774kiehnplainave.\nsouthstanleyport,me37055-4515",unknown,married,primary,False,341,True,True,cellular,20,apr,670,4,340,2,success,True,bins,jaylon,5,4,flat
3844,39,"5498ki3hnmillsav3.\nrathland,sc51583-8903",admin.,married,secondary,False,607,True,False,cellular,12,may,454,2,364,3,failure,True,gutkowski,cordell,3,5,nan
3848,26,"53443runolfssonview\nsouthluigiville,al38214",management,single,tertiary,False,1274,True,False,cellular,1,jun,190,1,84,1,failure,False,mueller,cristal,2,6,nan
3850,51,"644 wilderman mountain st.\nhillsside, mo 30911-0495",blue-collar,married,primary,False,377,True,False,telephone,3,feb,143,4,272,1,failure,False,morissette,lon,5,2,relief
3851,26,"909 goyette port st.\nlake allantown, nj 89798-7161",admin.,single,secondary,False,802,False,False,cellular,30,jan,77,1,2,2,other,False,terry,jerel,2,1,water
3869,36,"4436anastasialakeave.\nnewnayeli,fm63553-7569",management,divorced,tertiary,False,649,False,False,cellular,16,jul,237,2,91,1,failure,False,roob,shaun,3,7,water
3874,26,"470 paige lights st.\nauerborough, hi 63344",student,single,tertiary,False,294,False,False,cellular,5,mar,87,1,91,2,success,True,altenwerth,reyna,2,3,nan
3883,57,"99462 miller mission\neastonview, ne 73786",admin.,married,secondary,False,169,False,False,cellular,14,aug,180,1,106,2,failure,False,sipes,ursula,5,8,nan
3884,36,"938odacovesuite831\nhyattview,dc26022-7653",self-employed,married,tertiary,False,506,False,False,cellular,25,aug,47,1,120,1,failure,False,franecki,sophia,3,8,nan
3889,47,"2214k3aganh3ightssuit3965\nn3wmarinaburgh,m083213-1874",management,single,tertiary,False,4402,False,False,telephone,10,dec,805,1,190,1,other,True,abernathy,makenzie,4,12,nan
3890,31,"8950magaligr33nsapt.156\nfr3dashir3,ap54657-6201",services,divorced,primary,False,459,True,False,cellular,7,may,623,1,293,1,success,True,barrows,peter,3,5,nan
3896,36,"39935 z3mlak squar3s\nlak3 g30vannysid3, wi 04056",blue-collar,married,primary,False,1177,False,False,cellular,15,apr,330,1,311,4,success,True,reichert,francisco,3,4,nan
3922,48,"1688 mante station ave.\nstoneton, ks 43519-0784",blue-collar,married,secondary,False,1143,True,False,cellular,17,apr,264,1,317,1,failure,False,wehner,lilla,4,4,nan
3923,57,"9598 macey estate ave.\nsmithamview, wy 54003-0519",retired,married,primary,False,-464,True,False,cellular,4,feb,75,1,190,6,failure,False,schimmel,caitlyn,5,2,nan
3929,54,"181 lehner valley suite 398\nbednarstad, ak 00087-9422",housemaid,married,unknown,False,0,False,False,cellular,14,apr,94,5,145,3,other,False,schuster,horace,5,4,nan
3930,51,"8461 weber ville ave.\njusticefort, id 90572",retired,divorced,secondary,False,1679,False,False,cellular,12,aug,417,1,365,9,other,True,osinski,arnaldo,5,8,nan
3931,47,"92252pourossummit\nsoutheastonshire,va51604-9441",admin.,married,secondary,False,3676,False,False,cellular,18,oct,567,1,95,3,success,True,beier,israel,4,10,nan
3932,25,"18256l3daradial\np0rtn3wt0nt0wn,ms75112-5917",management,married,tertiary,False,-242,True,True,cellular,18,may,600,4,332,4,other,True,kihn,sincere,2,5,nan
3943,45,"792 richmond meadow st.\nlake tatehaven, mt 09008-2976",services,single,secondary,False,1757,True,False,cellular,20,apr,1010,3,326,1,other,False,bergstrom,keaton,4,4,water
3951,50,"022 ivy ridge apt. 312\nbrittanyborough, ar 68790",technician,single,secondary,False,246,True,False,cellular,17,nov,270,1,123,2,failure,False,welch,kianna,5,11,nan
3952,44,"96375cameronmountains\nwestasachester,la25232",blue-collar,married,primary,False,887,True,False,cellular,12,may,165,2,363,1,failure,False,wilderman,jairo,4,5,nan
3972,50,"0097 bernhard causeway \nrustyfurt, pa 92486-7484",self-employed,married,secondary,False,2061,True,True,cellular,29,jan,197,2,244,3,failure,False,ullrich,marjory,5,1,nan
3976,48,"440 wiza strav3nu3 st.\nw3st arnald0, ut 52162-9739",management,married,tertiary,True,-13,True,False,cellular,15,may,20,6,291,2,other,False,goyette,jammie,4,5,nan
3978,66,"70019trantowisle\nnoeliamouth,ne94655-2833",retired,married,tertiary,False,1948,False,False,cellular,28,jan,216,1,91,4,success,True,connelly,hollie,6,1,nan
3981,43,"48192 kihn meadow\nlake hannah, id 41999",blue-collar,single,secondary,False,24,False,False,cellular,12,may,68,1,363,1,failure,False,schimmel,tamia,4,5,water
3985,43,"2560 sidney villages ave.\nsouth bruceshire, nh 98398",blue-collar,married,primary,False,188,True,False,cellular,12,may,58,3,347,5,failure,False,kub,emma,4,5,nan
3998,44,"766 3ichmann m3ad0ws suit3 377\nr3n33m0uth, nc 18099-4345",management,married,tertiary,False,724,True,False,cellular,17,nov,157,2,172,1,failure,False,morar,skyla,4,11,nan
4000,53,"915 prosacco cape st.\nsouth katrine, ga 52198",admin.,divorced,secondary,False,26,True,False,cellular,7,may,56,1,359,1,failure,False,considine,emerald,5,5,nan
4005,55,"405gleasoncoveapt.882\nnewevelineland,nm50082",blue-collar,married,primary,False,1086,True,False,cellular,6,may,146,1,272,2,failure,False,kessler,addie,5,5,nan
4009,38,"047 lubowitz rue st.\nnolanfort, ca 02017",housemaid,divorced,secondary,False,70,False,False,cellular,27,oct,255,3,148,1,success,True,leannon,margarett,3,10,nan
4019,43,"582 gust ridge \nnorth allan, nd 44733",technician,married,secondary,False,0,True,True,cellular,4,feb,539,8,204,5,failure,False,runolfsdottir,anderson,4,2,nan
4030,38,"0206 d0nav0n r0ad suit3 309\ndari0nm0uth, ct 86275",blue-collar,divorced,secondary,False,0,True,False,cellular,11,may,580,1,173,1,failure,False,wilkinson,zachariah,3,5,nan
4036,40,"055 matteo bypass \nwiegandview, ap 56757",technician,married,secondary,False,4441,True,False,cellular,20,nov,153,2,183,2,failure,False,howe,enos,4,11,nan
4038,71,"98754 hickle dale\naustenmouth, vi 00468",unknown,married,tertiary,False,353,False,False,cellular,27,jan,208,1,93,2,failure,False,deckow,remington,7,1,nan
4042,30,"324camryngreens\nmonahanstad,ar69856",technician,single,tertiary,False,1185,True,False,cellular,30,apr,284,1,339,1,failure,False,fritsch,scot,3,4,nan
4044,32,"92465 collins landing\nlebsacktown, de 37311",blue-collar,married,secondary,False,2,True,False,cellular,15,may,16,9,309,1,failure,False,ebert,catherine,3,5,nan
4049,40,"774juanitaranchsuit3339\np0rthans,ky01421-8364",services,married,secondary,False,9374,True,False,cellular,21,nov,7,8,185,1,failure,False,rempel,erling,4,11,nan
4053,31,"9838 f3il parks suit3 227\nmarksm0uth, mt 13361",admin.,divorced,secondary,False,360,False,False,cellular,15,may,332,1,297,2,other,False,kunde,milo,3,5,nan
4054,28,"0892 c0rwin p0rts \n3ast linda, md 22169-4897",technician,single,secondary,False,1532,False,False,cellular,22,may,253,1,107,5,failure,False,kuvalis,evans,2,5,nan
4055,29,"612 st3wart l0af suit3 114\nlak3 lav3rn3, 0h 43549-8930",management,single,tertiary,False,1673,False,False,cellular,16,aug,200,2,159,3,other,False,harvey,gilbert,2,8,nan
4065,70,"9572 addie fork apt. 919\nport otis, co 20866-7731",retired,married,secondary,False,616,False,False,cellular,27,apr,149,2,182,1,failure,False,batz,stephon,7,4,nan
4066,36,"52770 katelynn corners\nkristahaven, az 20491",services,married,secondary,False,3064,True,False,telephone,26,aug,240,3,107,4,failure,False,tremblay,marley,3,8,nan
4070,31,"3735 chelsea harbors apt. 253\naldenfurt, ak 92475-7503",services,single,secondary,False,481,True,False,cellular,20,nov,106,2,183,2,failure,False,schmidt,paxton,3,11,nan
4071,28,"326013st3ll33xpr3ssway\nb0tsf0rdburgh,nd85642",admin.,married,secondary,False,12,True,False,cellular,30,jan,73,3,256,3,other,False,bogan,pinkie,2,1,nan
4073,51,"0856 w3st summit \nz3chariahb0r0ugh, wv 11103",management,married,tertiary,False,176,True,True,unknown,1,jun,8,1,687,2,failure,False,watsica,lesly,5,6,nan
4076,53,"360dakotagatewayapt.036\ngislasonview,ri78080-8646",blue-collar,married,primary,False,53,True,False,cellular,7,apr,208,1,140,1,failure,False,hand,santina,5,4,nan
4080,40,"4720 fri3s3n cr3sc3nt \ns0uth barth0l0m3, wv 28267",blue-collar,married,primary,False,2805,True,False,cellular,14,may,173,6,353,23,failure,False,rogahn,jermain,4,5,nan
4083,51,"2513 melvina shores \neast tyrell, vi 98898",management,married,tertiary,False,1612,False,False,cellular,16,mar,384,1,182,5,failure,False,windler,cydney,5,3,nan
4089,32,"51837whitestation\nnewgeohaven,dc78671",blue-collar,married,secondary,True,-53,True,False,cellular,16,apr,648,1,272,1,other,True,reinger,brandyn,3,4,nan
4093,69,"7974 ivy 0val av3.\nn0rth b3aulah, 0k 67989",retired,single,tertiary,False,2144,False,False,cellular,29,jul,417,1,184,4,success,True,abbott,brock,6,7,nan
4096,26,"86256 anibal view\nsouth niko, mh 43019-6402",entrepreneur,married,tertiary,False,37,True,True,cellular,6,may,207,1,363,2,failure,False,block,armand,2,5,nan
4100,34,"26385 hintz place\nsouth hobartberg, id 99480-7835",management,married,tertiary,False,436,True,False,cellular,17,apr,28,1,345,1,failure,False,greenfelder,oran,3,4,nan
4106,33,"453 bednar estate st.\nlake ethylmouth, ct 25544",technician,single,secondary,False,647,True,True,cellular,4,feb,124,1,273,1,other,False,conroy,robin,3,2,water
4107,50,"143 v3rn0n m0untains st.\n3ast lillian, 0r 58310",blue-collar,married,primary,False,2142,True,False,cellular,29,jan,309,2,224,1,other,False,funk,wallace,5,1,nan
4126,33,"196 kulas way apt. 520\nport cyril, wv 94675-2826",services,single,secondary,False,358,True,False,cellular,7,may,302,1,356,3,failure,False,gutmann,hattie,3,5,nan
4130,32,"989ashtonsprings\namyamouth,vi15140",management,single,tertiary,False,473,True,False,cellular,11,may,72,2,361,1,other,False,reichert,brad,3,5,nan
4141,37,"4101 jalyn kn0ll av3.\ns0uth m3r3dithf0rt, mn 80925-6882",management,married,tertiary,False,0,False,False,cellular,11,mar,129,4,107,2,failure,False,kutch,drew,3,3,nan
4150,33,"7608 hills fields suite 712\nmarlenechester, co 39517-2936",technician,married,tertiary,False,8023,False,False,cellular,25,feb,196,1,87,4,failure,False,ryan,marcel,3,2,relief
4152,21,"7257gl3as0nbranchsuit3532\nw3stchanc3stad,mn87871",student,single,secondary,False,6844,False,False,cellular,14,aug,126,3,127,7,other,False,doyle,emelia,2,8,nan
4159,53,"87279 edwin squares\neast alva, ky 65721",unemployed,married,secondary,False,94,False,False,cellular,10,aug,493,1,181,14,success,True,hegmann,donald,5,8,nan
4160,57,"929kielbranchst.\nelfriedatown,oh85913",retired,married,secondary,False,1044,False,False,telephone,11,jan,585,1,192,2,success,True,ryan,grover,5,1,nan
4169,35,"67043 medhurst courts\nreynoldsburgh, mn 00993",services,divorced,secondary,False,221,True,False,cellular,14,may,150,1,360,1,failure,False,auer,paige,3,5,nan
4175,27,"009 champlin trail apt. 687\nalisaborough, wv 29195-3329",student,single,tertiary,False,-148,True,False,cellular,11,sep,146,3,224,1,other,False,upton,katheryn,2,9,nan
4186,52,"1831bartellcornersave.\nhayesmouth,ms64609-1950",technician,married,tertiary,False,0,False,False,cellular,9,aug,145,3,94,4,success,False,rolfson,maud,5,8,nan
4191,31,"97716 warr3n gl3ns\nw3st ka3lynb3rg, ky 63599",management,single,tertiary,False,1130,True,False,cellular,17,apr,224,3,74,4,failure,False,stanton,juliana,3,4,nan
4196,48,"215noreneportsst.\nelyseton,mp15284",blue-collar,married,secondary,False,480,True,False,cellular,15,may,830,1,352,2,failure,True,mante,lilla,4,5,nan
4201,36,"0540 considine rest suite 682\nheidenreichton, ne 22862",unemployed,married,secondary,False,-872,True,True,cellular,20,nov,153,1,183,1,failure,False,kautzer,cecil,3,11,nan
4202,37,"5447 maximilian m3ws \nrun0lfsd0ttirland, nc 58278-0163",blue-collar,divorced,secondary,False,33,True,False,cellular,20,nov,106,2,167,1,failure,False,schiller,stanford,3,11,nan
4206,40,"37561lefflerpike\no'connelltown,ae36393",student,married,secondary,False,260,False,False,cellular,19,nov,52,1,152,6,failure,False,tillman,clair,4,11,nan
4207,57,"2188 schamb3rg3r p0ints \nbirdi3f0rt, nd 75216-4598",technician,married,secondary,False,589,True,False,cellular,2,feb,223,1,76,4,failure,False,hickle,henry,5,2,nan
4213,30,"4556 dominique loaf apt. 118\nnew clifton, md 61054-6293",technician,single,secondary,False,-522,True,True,cellular,5,may,670,2,286,6,failure,True,hauck,angel,3,5,nan
4215,37,"288 wisozk curve st.\ngoldnerbury, as 72098-2665",unemployed,married,secondary,False,1978,False,False,cellular,9,sep,404,1,182,1,success,True,dibbert,elwyn,3,9,nan
4216,53,"132marlinmissionst.\nboyerberg,ut18397",admin.,married,secondary,False,459,False,False,cellular,14,oct,317,6,192,1,success,False,schimmel,immanuel,5,10,nan
4224,69,"092 beulah place st.\nwest jerrell, pw 29534-0227",retired,married,unknown,False,426,False,False,telephone,9,mar,225,1,90,1,success,True,donnelly,hyman,6,3,nan
4229,62,"9916donaldfordssuite263\neastcarriehaven,ks38288-2015",self-employed,divorced,tertiary,False,6,True,False,cellular,13,oct,216,1,183,4,success,True,cronin,verona,6,10,nan
4232,38,"45348osbornecourt\nkraigmouth,sd55256",technician,single,secondary,False,-242,True,False,cellular,18,may,1173,3,278,6,success,True,rolfson,icie,3,5,nan
4251,33,"3902wehnercornerave.\nmcglynnville,va87751",management,single,tertiary,False,201,True,False,cellular,19,nov,171,1,183,1,failure,False,jacobi,alysson,3,11,nan
4261,58,"734 vincenza garden st.\nhankbury, ap 25707-8323",retired,married,secondary,False,3382,False,True,cellular,28,may,294,2,309,2,failure,False,corkery,lydia,5,5,nan
4262,59,"5375winifredvillagessuite818\ndesmondmouth,nj86530",technician,married,secondary,False,2308,False,False,cellular,30,apr,815,1,87,1,other,True,kuvalis,paris,5,4,nan
4272,50,"4637 lulu ville ave.\nstanberg, nj 24194",technician,married,tertiary,False,199,True,True,cellular,3,feb,116,2,253,1,failure,False,maggio,maeve,5,2,nan
4276,35,"961 hyatt circle st.\nnorth vellaport, pr 09831-7086",admin.,married,secondary,False,147,True,True,cellular,29,jan,41,1,184,7,failure,False,rogahn,micaela,3,1,nan
4281,52,"925 ressie harbor st.\nnorth viviennebury, ms 15602",management,married,secondary,False,335,False,False,cellular,21,oct,411,1,182,1,failure,True,west,franco,5,10,nan
4284,54,"0114hyattextensionsave.\njacobiton,or87711-2219",self-employed,married,secondary,False,641,True,False,cellular,17,apr,472,1,148,2,failure,False,frami,jamar,5,4,nan
4290,40,"129 gislas0n 3stat3s st.\nk0vac3km0uth, nh 57399-6143",services,married,tertiary,False,35,False,False,cellular,3,jul,318,4,317,3,failure,False,christiansen,wilson,4,7,nan
4309,40,"548 wis0zk cr0ssing st.\nralpht0n, nv 40320-5070",services,single,secondary,False,1547,True,False,cellular,12,may,88,2,173,1,success,False,kulas,julien,4,5,nan
4312,30,"95359 abigale shoal\nnew susanna, mp 98190-6789",services,single,secondary,False,20,True,False,cellular,20,apr,404,6,340,1,failure,False,hettinger,tatum,3,4,nan
4314,31,"33957 berge forges\nschadenbury, wv 95960",technician,single,secondary,False,1626,False,False,cellular,7,may,356,2,286,3,failure,False,schulist,lucius,3,5,nan
4319,70,"8756 0'r3illy str33t suit3 733\nak33mland, nv 23833-7612",retired,divorced,secondary,False,6850,False,False,telephone,5,mar,252,3,183,1,failure,False,wisozk,ara,7,3,nan
4323,83,"6649kutchviews\nkochport,in36556-0996",retired,divorced,primary,False,0,False,False,telephone,31,may,664,1,77,3,success,False,zieme,celia,8,5,nan
4324,50,"569lavernaforksapt.891\ncliffordchester,sd91171-1726",management,divorced,tertiary,False,100,True,True,cellular,13,may,157,1,299,3,failure,False,lowe,irma,5,5,nan
4332,27,"005shanahanbr00ksst.\nw3stjack3lin3furt,mp20469",student,single,secondary,False,8366,False,False,cellular,7,may,458,2,349,1,other,False,steuber,fermin,2,5,nan
4337,73,"0400 rocky vista ave.\nmonserratebury, tn 37001-2765",retired,married,unknown,False,519,False,False,telephone,16,oct,434,1,57,1,failure,True,murazik,derrick,7,10,nan
4340,47,"4531 walker centers ave.\nsouth macmouth, tn 42098-9041",blue-collar,married,secondary,False,2548,True,False,cellular,11,may,577,1,368,1,other,False,hand,patsy,4,5,nan
4343,51,"7139 fritsch walk av3.\nniam0uth, ri 87825",blue-collar,married,primary,False,40,True,False,cellular,13,may,79,1,370,1,failure,False,murphy,dudley,5,5,nan
4347,32,"877 jarred stravenue st.\nelianmouth, de 55524-0593",admin.,married,secondary,False,0,True,True,cellular,17,nov,159,2,195,2,failure,False,abbott,paula,3,11,nan
4362,40,"082 kirlin meadow apt. 506\nromagueraberg, fl 75060",technician,married,secondary,False,697,False,False,cellular,24,jun,220,2,219,2,other,False,kunze,serenity,4,6,nan
